0;10;0.00031057000160217285;1.776963472366333e-05;0.0011879727244377136;0.3188561905407131;0.019681143809459286
10;20;0.0005094259977340698;0.0003515109419822693;0.0023742541670799255;0.3690247706968429;0.019312119038762444
20;30;0.00016295909881591797;1.12876296043396e-05;0.015416130423545837;0.23108997865819492;0.019081029060104247
30;40;-0.0017842650413513184;0.0011170431971549988;0.018121831119060516;0.10688554968939168;0.018974143510414855
40;50;-0.004942759871482849;0.004135757684707642;0.0206117182970047;-0.0849648466908497;0.019059108357105704
50;60;-0.00788542628288269;0.0008361339569091797;0.029785901308059692;-0.3505707031848875;0.01940967906029059
60;70;-0.014673754572868347;0.00043722987174987793;0.03747949004173279;-0.646841054181414;0.020056520114472006
70;80;-0.014903947710990906;5.647540092468262e-06;0.02387690544128418;-0.4893512235430322;0.02054587133801504
80;90;-0.01398073136806488;-0.0003122091293334961;0.01763775944709778;-0.6669067112305649;0.021212778049245606
90;100;-0.0173148512840271;-0.00032892823219299316;0.017995178699493408;-0.9247731142415732;0.02213755116348718
100;110;-0.010771125555038452;0.0011572539806365967;0.008410334587097168;-0.8182254354466414;0.022955776598933823
110;120;-0.005900003015995026;0.014250688254833221;0.0019199848175048828;-0.20098354856409095;0.023156760147497915
120;130;-0.0035659223794937134;0.019968777894973755;-0.0029361844062805176;0.01539385167331897;0.023141366295824597
130;140;-0.010919131338596344;0.015255823731422424;0.0016341805458068848;-0.27949141549666856;0.023420857711321266
140;150;-0.010615348815917969;0.013292565941810608;0.0005721151828765869;-0.2833226058408225;0.023704180317162087
150;160;-0.009865209460258484;0.013614729046821594;-0.0015206634998321533;-0.22691414100866747;0.023931094458170755
160;170;-0.006061382591724396;0.017498433589935303;-0.007980138063430786;-0.21280300988972312;0.024143897468060477
170;180;-0.006632022559642792;0.02177649736404419;-0.014070674777030945;-0.22854079180110598;0.024372438259861583
180;190;-0.007800459861755371;0.023748695850372314;-0.021644651889801025;-0.09609767647911505;0.0244685359363407
190;200;-0.001490071415901184;0.017076820135116577;-0.02740253508090973;0.13114151363632798;0.02433739442270437
200;210;-0.0003460198640823364;0.009825646877288818;-0.0231693834066391;0.21637368185216854;0.024121020740852202
210;220;-0.00019310414791107178;0.0024646222591400146;-0.006900101900100708;0.15086499778513995;0.023970155743067063
220;230;-0.0015424415469169617;0.002676546573638916;-0.0060210078954696655;0.7286241884714375;0.023241531554595626
230;240;0.0058448538184165955;0.0014019012451171875;-0.011741876602172852;0.22410525804227543;0.023017426296553352
240;250;-0.004591792821884155;0.005820572376251221;-0.010830923914909363;0.5350331167431229;0.02248239317981023
250;260;0.0025252923369407654;0.0021549463272094727;-0.020469091832637787;0.2538710510901605;0.02222852212872007
260;270;-0.006074629724025726;0.004490554332733154;-0.028101950883865356;0.6740022672695997;0.02155451986145047
270;280;-0.008985523134469986;0.0034004151821136475;0.001435697078704834;-0.11074716208572322;0.021665267023536196
280;290;-0.004778854548931122;0.0007353425025939941;-0.0072717443108558655;0.43956806811135485;0.02122569895542484
